ID Caso	ID Caso Relacionado	Año	Mes	Día	Código DANE de Municipio	Municipio	Departamento	Región	Grupo Armado 1	Descripción Grupo Armado 1	Grupo Armado 2	Descripción Grupo Armado 2	Grupo Armado 3	Descripción Grupo Armado 3	Abandono o Despojo Forzado de Tierras	Amenaza o Intimidación	Ataque Contra Misión Médica	Confinamiento o Restricción a la Movilidad	Desplazamiento Forzado	Extorsión	Lesionados Civiles	Pillaje	Tortura	Violencia Basada en Género	Otro Hecho Simultáneo	Grupo al que Pertenecen los Capturados	Capturados	Escudo Humano	Lesionados Combatientes	Militares	Policías	Otras Fuerzas Armadas Estatales	Agentes del Estado Sin Información	Total Agentes del Estado	Guerrilleros	Paramilitares	Grupos Posdesmovilización	Combatientes Sin Información	Otros Grupos Armados Organizados	Total Combatientes de Grupos Armados Organizados	Total Combatientes	Personas Sin Información	Total Civiles	Ventaja Militar	Total de Víctimas del Caso	Latitud	Longitud
34893	CR018550	1999	01	27	25805	TIBACUY	CUNDINAMARCA	SUMAPAZ	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	4	0	0				0	0	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	2	4.348314659	-74.45234352
34894	CR018551	1999	02	06	73870	VILLAHERMOSA	TOLIMA	NORTE DEL TOLIMA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	ELN			0	0	0	0	0	0	1	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	5.030452282	-75.1177291
34895	CR018553	1999	03	10	19548	PIENDAMO - TUNIA	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	1	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	2.641987578	-76.52850592
34896	CR018555	1999	03	10	19698	SANTANDER DE QUILICHAO	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	7	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	3.016053901	-76.48537029
34897	CR018558	1999	03	19	76233	DAGUA	VALLE DEL CAUCA	SUR DEL VALLE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	7	1	0				0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	GRUPOS ARMADOS ORGANIZADOS	2	3.657308485	-76.68887101
34899	CR018344	1999	04	05	05652	SAN FRANCISCO	ANTIOQUIA	ORIENTE ANTIOQUEÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC	GUERRILLA	ELN	0	0	0	0	1	0	1	0	0				0	0	4	0	0	0	0	0	1	0	0	0	0	1	1	0	0	GRUPOS ARMADOS ORGANIZADOS	7	5.964079131	-75.10268697
34900	CR018345	1999	04	11	05858	VEGACHI	ANTIOQUIA	NORDESTE ANTIOQUEÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC/ELN	GUERRILLA	ELN	0	0	0	0	0	0	0	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NINGUNO	2	6.77344632	-74.79872695
34901	CR018562	1999	04	16	15180	CHISCAS	BOYACA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC	GUERRILLA	ELN	0	0	0	0	0	0	0	0	3				0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	6.554050428	-72.50183507
34902	CR048763	1999	04	17	19130	CAJIBIO	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	2.623338254	-76.57088427
34903	CR018565	1999	04	17	19473	MORALES	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NINGUNO	0	2.754558567	-76.62922056
34904	CR018566	1999	04	19	81220	CRAVO NORTE	ARAUCA	LLANOS ORIENTALES	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	6.303912753	-70.20428555
34905	CR018567	1999	04	20	27006	ACANDI	CHOCO	URABA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	4	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	1	8.660556373	-77.36619749
34906	CR018571	1999	05	01	05234	DABEIBA	ANTIOQUIA	OCCIDENTE ANTIOQUEÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NINGUNO	0	7.00032194	-76.26297665
34907	CR018573	1999	05	01	15403	LA UVITA	BOYACA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC	GUERRILLA	ELN	0	0	0	0	0	0	0	1	0				0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	1	6.316206406	-72.5599847
34908		1999	05	07	73675	SAN ANTONIO	TOLIMA	SUR DEL TOLIMA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	3.912976052	-75.48090671
34909	CR018574	1999	05	07	19622	ROSAS	CAUCA	MACIZO COLOMBIANO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	2.260979699	-76.74035187
34910	CR018575	1999	05	08	73675	SAN ANTONIO	TOLIMA	SUR DEL TOLIMA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	2	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NINGUNO	0	3.912976052	-75.48090671
34911	CR018576	1999	05	14	85263	PORE	CASANARE	LLANOS ORIENTALES	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	3	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	2	5.727729878	-71.9928596
34912	CR008288	1999	05	19	19743	SILVIA	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	1	0	2	0	0	2	0	0	0	0	0	0	2	0	0	GRUPOS ARMADOS ORGANIZADOS	2	2.611815645	-76.37957042
34913	CR021521	1999	05	24	73675	SAN ANTONIO	TOLIMA	SUR DEL TOLIMA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	3.912976052	-75.48090671
34914	CR018581	1999	05	29	68132	CALIFORNIA	SANTANDER	PROVINCIA DE SOTO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	ELN			0	0	0	0	0	0	3	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	7.347884751	-72.9463583
34915	CR018582	1999	05	31	20570	PUEBLO BELLO	CESAR	SIERRA NEVADA DE SANTA MARTA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	1	GRUPOS ARMADOS ORGANIZADOS	6	10.4150616	-73.58901062
34916	CR016029	1999	06	01	15464	MONGUA	BOYACA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	ELN			0	0	0	0	0	0	4	0	0				0	0	3	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	1	5.754242228	-72.79809049
34917	CR018583	1999	06	06	73616	RIOBLANCO	TOLIMA	SUR DEL TOLIMA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	2	0	0				0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	3.386750682	-75.7097785
34918	CR018586	1999	06	08	68211	CONTRATACION	SANTANDER	SERRANIA DE LOS YARIGUIES	AGENTE DEL ESTADO	EJÉRCITO NACIONAL - POLICÍA NACIONAL	GUERRILLA	FARC	GUERRILLA	ELN	0	0	0	0	0	0	0	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NINGUNO	0	6.290561328	-73.47442637
34920	CR018590	1999	07	09	41020	ALGECIRAS	HUILA	CENTRO DEL HUILA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	2	1	0				0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	1	2.522447597	-75.31537288
34921	CR018349	1999	07	10	50577	PUERTO LLERAS	META	ARIARI GUAYABERO	AGENTE DEL ESTADO	EJÉRCITO NACIONAL - POLICÍA NACIONAL	GUERRILLA	FARC			0	1	0	1	0	0	15	0	0				0	0	17	4	2	0	0	6	31	0	0	0	0	31	37	0	5	GRUPOS ARMADOS ORGANIZADOS	43	3.269732439	-73.37374343
34924	CR018350	1999	07	29	05483	NARIÑO	ANTIOQUIA	ORIENTE ANTIOQUEÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	1	1	0	1	1	9	1	0				0	0	11	0	9	0	0	9	0	0	0	0	0	0	9	0	10	GRUPOS ARMADOS ORGANIZADOS	19	5.610774585	-75.17626132
34926	CR007055	1999	08	06	68502	ONZAGA	SANTANDER	PROVINCIA DE GUANENTA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC	GUERRILLA	ELN	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NINGUNO	0	6.344093685	-72.81675984
34927	CR018352	1999	08	13	73152	CASABIANCA	TOLIMA	NORTE DEL TOLIMA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	ELN	GUERRILLA	FARC	0	0	0	0	0	0	1	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	SIN INFORMACIÓN	1	5.078464508	-75.12096615
34928	CR007059	1999	08	24	19130	CAJIBIO	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	1	0	0	0	0	0				0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	2.623338254	-76.57088427
34930	CR007060	1999	08	31	85125	HATO COROZAL	CASANARE	LLANOS ORIENTALES	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	6.156172443	-71.76492254
34931	CR007063	1999	10	15	19807	TIMBIO	CAUCA	MACIZO COLOMBIANO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	1	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SIN INFORMACIÓN	0	2.349976425	-76.68423879
34932	CR007064	1999	11	16	41078	BARAYA	HUILA	NORTE DEL HUILA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	7	0	1	0	0	1	2	0	0	0	0	2	3	0	0	GRUPOS ARMADOS ORGANIZADOS	6	3.153198542	-75.05427025
34933	CR007065	1999	11	29	15537	PAZ DE RIO	BOYACA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	1	1	0				0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NINGUNO	0	5.987644906	-72.74913738
34934	CR007066	1999	11	30	25596	QUIPILE	CUNDINAMARCA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SIN INFORMACIÓN	0	4.744809893	-74.53370501
34936	CR007067	1999	12	03	41306	GIGANTE	HUILA	CENTRO DEL HUILA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	4	1	0				0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	GRUPOS ARMADOS ORGANIZADOS	4	2.388235626	-75.54121989
34937	CR007068	1999	12	08	54245	EL CARMEN	NORTE DE SANTANDER	CATATUMBO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC/ELN			0	0	0	0	0	0	0	0	0				0	0	8	0	1	0	0	1	1	0	0	0	0	1	2	0	1	GRUPOS ARMADOS ORGANIZADOS	3	8.510578756	-73.44668712
34938	CR018356	1999	12	09	18205	CURILLO	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	1	0	2	0	0	2	0	0	0	0	0	0	2	0	1	GRUPOS ARMADOS ORGANIZADOS	3	1.033473748	-75.91920435
34939	CR007069	1999	12	09	41020	ALGECIRAS	HUILA	CENTRO DEL HUILA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	1	GRUPOS ARMADOS ORGANIZADOS	6	2.522447597	-75.31537288
34941	CR007071	1999	12	12	27372	JURADO	CHOCO	LITORAL PACIFICO	AGENTE DEL ESTADO	EJÉRCITO NACIONAL - POLICÍA NACIONAL	GUERRILLA	FARC			0	1	0	0	1	0	0	1	3				0	0	37	24	1	0	0	25	0	0	0	0	0	0	25	0	0	GRUPOS ARMADOS ORGANIZADOS	25	7.103619083	-77.76275092
34943	CR007205	2000	01	11	52573	PUERRES	NARIÑO	SUR DE NARIÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	2	1	0				0	0	1	0	2	0	0	2	0	0	0	0	0	0	2	0	0	GRUPOS ARMADOS ORGANIZADOS	4	0.885125175	-77.50421065
34944	CR007076	2000	01	11	52215	CORDOBA	NARIÑO	SUR DE NARIÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	0.854564418	-77.51789656
34945	CR007083	2000	03	07	19532	PATIA	CAUCA	PATIA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	2.115670227	-76.98097859
34946	CR007084	2000	03	09	19698	SANTANDER DE QUILICHAO	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	3.016053901	-76.48537029
34947	CR007085	2000	03	20	73024	ALPUJARRA	TOLIMA	SUR DEL TOLIMA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	3.391731289	-74.93286382
34948	CR018359	2000	03	25	05873	VIGIA DEL FUERTE	ANTIOQUIA	URABA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	1	0	0	0	0	1	0		OCULTAMIENTO DE CADÁVER		0	0	5	0	21	0	0	21	3	0	0	0	0	3	24	0	9	GRUPOS ARMADOS ORGANIZADOS	33	6.588119845	-76.89618698
34950	CR007093	2000	06	26	41020	ALGECIRAS	HUILA	CENTRO DEL HUILA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	2	0	0				0	0	2	0	2	0	0	2	0	0	0	0	0	0	2	0	0	GRUPOS ARMADOS ORGANIZADOS	4	2.522447597	-75.31537288
34952	CR007095	2000	07	07	76563	PRADERA	VALLE DEL CAUCA	SUR DEL VALLE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	4	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SIN INFORMACIÓN	0	3.419827409	-76.24182023
34953	CR018362	2000	07	11	41676	SANTA MARIA	HUILA	NORTE DEL HUILA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	15	1	0				0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	2.939755223	-75.58611594
34954	CR007097	2000	07	21	13458	MONTECRISTO	BOLIVAR	LA MOJANA	AGENTE DEL ESTADO	EJÉRCITO NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	10	0	0				0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	GRUPOS ARMADOS ORGANIZADOS	2	8.297136275	-74.47170385
34956	CR007098	2000	07	27	19573	PUERTO TEJADA	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	3.233294127	-76.4173078
34957	CR018364	2000	07	29	17541	PENSILVANIA	CALDAS	EJE CAFETERO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	1	0	0	1	0				0	0	0	0	13	0	0	13	0	0	0	0	0	0	13	0	4	GRUPOS ARMADOS ORGANIZADOS	16	5.383280594	-75.16029852
34958	CR018365	2000	08	05	27245	EL CARMEN DE ATRATO	CHOCO	ATRATO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	2	5	3	0	0	8	3	0	0	0	0	3	11	0	2	GRUPOS ARMADOS ORGANIZADOS	13	5.899751361	-76.14222986
34960	CR018366	2000	08	29	19698	SANTANDER DE QUILICHAO	CAUCA	NORTE DEL CAUCA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	1	0	0				0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	2	GRUPOS ARMADOS ORGANIZADOS	3	3.016053901	-76.48537029
34962	CR008080	2000	08	29	76520	PALMIRA	VALLE DEL CAUCA	SUR DEL VALLE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	"DISIDENCIA M19 ""JAIME BATEMAN CAYÓN"""			0	0	0	0	0	0	2	0	0				0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	3.532349153	-76.29858255
34971	CR002001	2000	11	19	25596	QUIPILE	CUNDINAMARCA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	7	1	0				0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	4.744809893	-74.53370501
34972	CR002003	2000	12	06	76109	BUENAVENTURA	VALLE DEL CAUCA	ANDEN PACIFICO SUR	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	1	0				0	0	1	0	3	0	0	3	0	0	0	0	0	0	3	0	0	GRUPOS ARMADOS ORGANIZADOS	6	3.875802437	-77.0117402
34978	CR018371	2000	12	12	52019	ALBAN	NARIÑO	NORTE DE NARIÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	1	0	0	1	1	0	0	0	0	1	2	0	1	NINGUNO	3	1.474978015	-77.08071233
34979	CR002005	2000	12	19	05890	YOLOMBO	ANTIOQUIA	NORDESTE ANTIOQUEÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	ELN			0	0	0	0	0	0	4	1	0				0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	FUERZAS ARMADAS ESTATALES	4	6.594592434	-75.01335058
34980	CR201734980	2000	12	26	25328	GUAYABAL DE SIQUIMA	CUNDINAMARCA	ALTIPLANO CUNDIBOYACENSE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	3	1	0				0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	GRUPOS ARMADOS ORGANIZADOS	2	4.877968134	-74.46743733
34981	CR002010	2001	03	09	52693	SAN PABLO	NARIÑO	NORTE DE NARIÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	1	1	0				0	0	2	0	6	0	0	6	0	0	0	0	0	0	6	0	0	GRUPOS ARMADOS ORGANIZADOS	6	1.669426894	-77.01392439
34982	CR018372	2001	03	16	52490	OLAYA HERRERA	NARIÑO	ANDEN PACIFICO SUR	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	1	0	0				0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	GRUPOS ARMADOS ORGANIZADOS	3	2.347584488	-78.32561871
34983	CR002011	2001	03	31	19022	ALMAGUER	CAUCA	MACIZO COLOMBIANO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC	GUERRILLA	ELN	0	0	0	0	0	0	0	0	0				0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	1.913360233	-76.85592449
34987	CR002015	2001	06	06	41020	ALGECIRAS	HUILA	CENTRO DEL HUILA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	2.522447597	-75.31537288
34988	CR048191	2001	06	09	05756	SONSON	ANTIOQUIA	ORIENTE ANTIOQUEÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NINGUNO	0	5.714811641	-75.30939515
34991	CR048255	2001	08	11	73686	SANTA ISABEL	TOLIMA	NORTE DEL TOLIMA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SIN INFORMACIÓN	0	4.713605767	-75.09793439
34992	CR018375	2001	08	11	73043	ANZOATEGUI	TOLIMA	NORTE DEL TOLIMA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC	AGENTE DEL ESTADO	EJÉRCITO NACIONAL	0	0	0	0	0	0	3	1	0				0	0	6	0	2	0	0	2	22	0	0	0	0	22	24	0	1	GRUPOS ARMADOS ORGANIZADOS	25	4.627473618	-75.09645074
34993	CR002021	2001	08	17	70418	LOS PALMITOS	SUCRE	MONTES DE MARIA	AGENTE DEL ESTADO	EJÉRCITO NACIONAL	AGENTE DEL ESTADO	INFANTERÍA DE MARINA	GUERRILLA	FARC	0	0	0	0	0	0	0	0	0				0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	GRUPOS ARMADOS ORGANIZADOS	2	9.380228408	-75.26874889
34994	CR002086	2001	09	28	41006	ACEVEDO	HUILA	SUR DEL HUILA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	3	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	GRUPOS ARMADOS ORGANIZADOS	1	1.805263228	-75.88853156
34995	CR014146	2001	09	29	18410	LA MONTAÑITA	CAQUETA	FLORENCIA Y AREA DE INFLUENCIA	GRUPO ARMADO NO IDENTIFICADO	NO APLICA	GUERRILLA	FARC			0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SIN INFORMACIÓN	0	1.479172635	-75.43640776
34996	CR018377	2001	10	08	52019	ALBAN	NARIÑO	NORTE DE NARIÑO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC	GUERRILLA	ELN	0	0	0	0	0	0	0	0	0				0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	1.474978015	-77.08071233
34997	CR002028	2001	10	10	76275	FLORIDA	VALLE DEL CAUCA	SUR DEL VALLE	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC	AGENTE DEL ESTADO	EJÉRCITO NACIONAL	0	0	0	0	0	0	0	0	0				0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	3.323918106	-76.23450174
34999	CR011023	2001	10	19	73001	IBAGUE	TOLIMA	NORTE DEL TOLIMA	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	1	0	0				0	0	2	0	3	0	0	3	0	0	0	0	0	0	3	0	0	GRUPOS ARMADOS ORGANIZADOS	6	4.496132932	-75.07474109
35000	CR002030	2001	10	25	63548	PIJAO	QUINDIO	EJE CAFETERO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC			0	0	0	0	0	0	10	1	0				0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GRUPOS ARMADOS ORGANIZADOS	0	4.33503789	-75.703317
35001	CR002033	2001	12	02	17614	RIOSUCIO	CALDAS	EJE CAFETERO	AGENTE DEL ESTADO	POLICÍA NACIONAL	GUERRILLA	FARC	AGENTE DEL ESTADO	EJÉRCITO NACIONAL	0	0	0	0	0	0	3	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NINGUNO	1	5.423680913	-75.70206971
